Zone,Hour,DayType,DayOfWeek,Weather,Temperature,Humidity,Demand
Sector 6,2,Weekday,1,Rain,20,88,6.0
Sector 10,22,Weekend,6,Rain,21,31,21.7
Junwani,5,Weekday,1,Cloudy,38,47,12.2
Civic Center,12,Weekday,0,Cloudy,31,66,52.7
Sector 6,14,Weekday,1,Cloudy,23,49,28.8
Bhilai 3,11,Weekday,0,Rain,38,36,47.9
Sector 8,15,Weekday,3,Rain,37,83,46.0
Nehru Nagar,7,Weekend,5,Cloudy,32,83,40.8
Bhilai 3,22,Weekday,2,Cloudy,34,48,26.4
Sector 10,10,Weekday,4,Fog,13,63,24.1
Sector 5,6,Weekday,1,Cloudy,38,47,21.1
Bhilai 3,9,Weekend,6,Thunderstorm,35,59,57.0
Sector 1,6,Weekday,0,Cloudy,31,66,22.2
Durg Station,3,Weekday,2,Thunderstorm,22,70,6.7
Sector 4,17,Weekday,3,Rain,37,83,65.9
Sector 8,14,Weekend,5,Cloudy,32,83,23.7
Sector 1,17,Weekday,1,Heavy Rain,31,75,110.2
Sector 4,22,Weekday,3,Thunderstorm,37,70,24.3
Civic Center,13,Weekday,2,Rain,34,82,69.6
Sector 9,17,Weekday,2,Clear,21,66,48.6
Smriti Nagar,11,Weekday,3,Rain,37,83,45.0
Padmanabhpur,4,Weekday,4,Rain,31,82,5.0
Smriti Nagar,23,Weekday,1,Cloudy,38,47,15.2
Durg Station,14,Weekend,6,Cloudy,39,74,45.6
Sector 5,23,Weekend,6,Cloudy,39,74,10.0
Bhilai 3,22,Weekend,5,Fog,20,95,22.2
Sector 1,18,Weekday,2,Rain,40,42,73.1
Sector 5,0,Weekday,3,Heavy Rain,30,71,8.5
Durg Station,0,Weekday,0,Clear,32,74,11.8
Padmanabhpur,15,Weekday,0,Rain,38,36,47.9
Sector 1,3,Weekday,1,Clear,34,91,4.7
Sector 5,23,Weekday,2,Clear,31,77,10.2
Bhilai 3,17,Weekday,2,Cloudy,34,48,59.4
Sector 8,2,Weekday,2,Clear,21,66,3.6
Sector 7,11,Weekend,6,Clear,19,52,29.1
Sector 2,5,Weekend,5,Thunderstorm,37,81,12.1
Civic Center,0,Weekday,0,Cloudy,41,37,11.8
Sector 8,16,Weekday,4,Clear,38,35,30.9
Power House,6,Weekday,4,Rain,31,82,34.5
Sector 7,10,Weekday,2,Clear,27,64,32.5
Junwani,3,Weekday,3,Heavy Rain,35,36,4.6
Sector 6,8,Weekend,5,Thunderstorm,37,81,73.0
Junwani,15,Weekday,3,Fog,14,37,23.8
Junwani,22,Weekday,1,Cloudy,35,50,21.4
Sector 9,3,Weekday,0,Clear,42,59,2.9
Sector 6,15,Weekday,0,Cloudy,31,66,38.6
Power House,0,Weekday,3,Rain,36,69,10.3
Sector 2,10,Weekend,5,Thunderstorm,37,81,57.4
Bhilai 3,15,Weekend,6,Fog,19,52,26.5
Sector 2,1,Weekend,6,Clear,23,87,4.8
Junwani,12,Weekend,6,Heavy Rain,38,39,53.8
Padmanabhpur,1,Weekend,6,Heavy Rain,38,39,6.9
Padmanabhpur,1,Weekday,4,Clear,31,48,5.4
Sector 8,21,Weekday,4,Rain,31,82,29.8
Kohka,12,Weekend,6,Rain,23,84,34.0
Sector 7,12,Weekday,4,Clear,38,35,45.0
Sector 1,7,Weekday,0,Heavy Rain,30,67,88.8
Durg Station,11,Weekend,6,Thunderstorm,35,59,48.8
Nehru Nagar,6,Weekday,4,Rain,34,60,38.6
Power House,12,Weekday,4,Clear,41,45,35.5
Smriti Nagar,8,Weekend,5,Cloudy,32,83,45.5
Durg Station,3,Weekday,4,Rain,34,60,6.9
Sector 10,21,Weekday,3,Fog,14,37,17.4
Padmanabhpur,7,Weekday,4,Clear,38,35,47.2
Sector 4,18,Weekday,4,Rain,30,76,64.6
Sector 6,12,Weekday,1,Fog,22,42,28.4
Sector 8,6,Weekend,5,Cloudy,32,83,20.7
Civic Center,3,Weekday,0,Cloudy,20,62,3.9
Sector 3,19,Weekend,6,Clear,23,87,47.7
Sector 5,15,Weekday,4,Clear,31,48,25.1
Sector 7,3,Weekday,2,Thunderstorm,22,70,6.1
Sector 10,13,Weekend,5,Cloudy,35,52,27.8
Supela,2,Weekday,2,Rain,34,82,7.9
Sector 3,8,Weekday,2,Rain,40,42,64.4
Power House,22,Weekend,6,Thunderstorm,35,59,42.0
Sector 8,4,Weekend,6,Clear,32,36,2.9
Nehru Nagar,19,Weekday,0,Thunderstorm,40,43,95.0
Padmanabhpur,20,Weekend,6,Rain,21,31,62.4
Smriti Nagar,0,Weekday,1,Cloudy,38,47,7.3
Smriti Nagar,17,Weekday,4,Cloudy,22,79,46.0
Sector 3,12,Weekday,4,Clear,27,52,42.3
Sector 6,1,Weekday,1,Cloudy,24,45,7.1
Kohka,20,Weekday,0,Rain,33,85,35.5
Durg Station,23,Weekday,3,Rain,39,85,24.2
Sector 1,19,Weekend,6,Thunderstorm,32,36,114.9
Sector 5,14,Weekday,1,Fog,22,42,23.9
Padmanabhpur,4,Weekday,0,Heavy Rain,30,67,6.2
Padmanabhpur,4,Weekend,5,Cloudy,35,52,3.4
Sector 7,7,Weekday,0,Cloudy,20,62,31.8
Sector 3,11,Weekday,2,Fog,20,34,28.5
Junwani,1,Weekday,2,Thunderstorm,22,70,5.7
Sector 4,0,Weekend,5,Fog,37,81,5.8
Sector 2,9,Weekday,0,Cloudy,31,66,55.8
Sector 6,10,Weekday,0,Rain,33,85,44.4
Sector 8,23,Weekday,0,Rain,33,85,13.5
Nehru Nagar,4,Weekday,0,Rain,38,36,7.4
Padmanabhpur,23,Weekend,5,Thunderstorm,37,81,20.4
Nehru Nagar,1,Weekend,6,Fog,19,52,4.2
Sector 7,7,Weekend,5,Cloudy,32,36,41.3
Power House,5,Weekday,0,Thunderstorm,23,45,14.3
Sector 7,0,Weekday,0,Thunderstorm,20,31,15.0
Padmanabhpur,12,Weekday,4,Fog,13,63,38.0
Sector 9,2,Weekday,3,Cloudy,25,85,3.5
Nehru Nagar,7,Weekday,0,Clear,42,59,51.8
Supela,4,Weekday,3,Clear,31,64,5.6
Power House,9,Weekend,5,Cloudy,32,83,31.9
Junwani,5,Weekday,3,Rain,31,46,11.6
Sector 1,0,Weekday,3,Fog,37,70,6.9
Durg Station,4,Weekday,0,Rain,38,36,6.7
Kohka,13,Weekend,5,Heavy Rain,31,37,33.8
Sector 3,23,Weekend,5,Clear,30,67,11.5
Sector 1,23,Weekday,1,Clear,34,91,18.5
Sector 1,5,Weekday,2,Cloudy,36,95,12.8
Nehru Nagar,10,Weekday,4,Cloudy,22,79,50.1
Sector 4,0,Weekend,5,Rain,36,41,7.5
Sector 5,5,Weekday,1,Heavy Rain,31,75,13.7
Kohka,3,Weekend,5,Thunderstorm,31,37,3.9
Power House,21,Weekday,0,Heavy Rain,30,67,45.4
Sector 9,23,Weekend,6,Heavy Rain,38,39,16.9
Sector 3,16,Weekday,4,Clear,27,52,31.4
Sector 7,8,Weekend,6,Clear,33,61,49.9
Smriti Nagar,11,Weekend,5,Cloudy,32,36,33.3
Sector 5,17,Weekday,1,Cloudy,32,44,45.7
Sector 3,1,Weekday,4,Rain,34,60,8.2
Padmanabhpur,4,Weekend,5,Rain,24,59,4.8
Nehru Nagar,21,Weekday,3,Rain,35,36,41.6
Durg Station,17,Weekday,1,Cloudy,24,45,77.6
Kohka,23,Weekend,5,Fog,15,76,6.8
Padmanabhpur,1,Weekday,0,Heavy Rain,30,67,9.2
Junwani,17,Weekday,4,Clear,27,52,44.7
Sector 7,3,Weekday,1,Thunderstorm,35,71,6.2
Padmanabhpur,4,Weekend,6,Rain,21,31,4.0
Sector 5,11,Weekday,2,Rain,40,80,35.2
Bhilai 3,4,Weekday,2,Rain,34,82,5.1
Civic Center,13,Weekend,6,Rain,21,31,69.2
Civic Center,12,Weekend,6,Thunderstorm,35,59,60.8
Sector 4,9,Weekend,6,Clear,33,61,37.4
Sector 7,4,Weekend,6,Rain,21,31,5.3
Padmanabhpur,17,Weekday,2,Cloudy,40,42,54.4
Kohka,3,Weekday,1,Fog,18,94,2.8
Power House,1,Weekday,1,Fog,22,42,4.2
Sector 8,4,Weekend,6,Rain,23,84,3.5
Sector 10,12,Weekend,6,Thunderstorm,23,87,49.6
Bhilai 3,14,Weekday,0,Thunderstorm,40,43,49.8
Padmanabhpur,15,Weekday,4,Cloudy,22,79,39.0
Sector 2,20,Weekend,6,Fog,35,59,45.1
Kohka,13,Weekday,1,Cloudy,32,44,34.5
Sector 1,18,Weekday,1,Cloudy,24,45,71.4
Power House,1,Weekday,1,Fog,18,94,3.4
Padmanabhpur,2,Weekday,0,Rain,33,85,6.5
Sector 10,15,Weekday,4,Heavy Rain,25,42,40.9
Sector 9,4,Weekend,6,Clear,32,36,2.4
Sector 7,0,Weekend,6,Clear,32,36,7.7
Kohka,15,Weekday,3,Fog,14,37,21.4
Sector 6,15,Weekend,6,Cloudy,41,89,32.9
Padmanabhpur,21,Weekend,6,Clear,33,61,35.6
Sector 7,21,Weekend,6,Thunderstorm,35,59,52.2
Sector 3,15,Weekend,6,Cloudy,39,74,34.1
Sector 7,15,Weekday,1,Thunderstorm,35,71,70.6
Durg Station,14,Weekday,4,Clear,38,35,49.3
Bhilai 3,2,Weekday,3,Thunderstorm,35,66,5.5
Sector 3,0,Weekday,1,Cloudy,38,47,7.2
Sector 8,20,Weekday,1,Fog,22,42,35.8
Sector 8,1,Weekday,0,Fog,13,59,3.9
Power House,21,Weekday,4,Fog,13,63,25.5
Sector 1,13,Weekend,5,Rain,36,41,52.8
Sector 7,9,Weekday,3,Fog,14,37,37.9
Padmanabhpur,18,Weekday,2,Clear,20,34,49.0
Sector 7,20,Weekend,6,Rain,23,84,55.2
Junwani,5,Weekday,4,Cloudy,22,79,8.4
Sector 7,2,Weekend,6,Rain,23,84,4.2
Supela,13,Weekday,3,Rain,37,83,56.1
Sector 7,13,Weekday,1,Cloudy,32,44,39.9
Power House,1,Weekday,4,Rain,35,62,6.5
Kohka,6,Weekday,2,Rain,21,66,24.6
Sector 4,6,Weekend,5,Thunderstorm,37,81,23.8
Kohka,10,Weekday,0,Heavy Rain,25,70,39.3
Bhilai 3,10,Weekend,6,Fog,19,52,22.9
Power House,9,Weekend,5,Rain,35,52,45.0
Sector 1,11,Weekday,3,Fog,20,76,38.2
Power House,16,Weekday,2,Cloudy,36,95,34.3
Bhilai 3,11,Weekday,1,Rain,28,43,44.7
Padmanabhpur,0,Weekday,2,Rain,42,93,10.2
Sector 1,0,Weekday,4,Clear,31,48,11.3
Smriti Nagar,18,Weekday,3,Rain,39,85,72.6
Sector 7,3,Weekday,0,Cloudy,31,66,3.4
Sector 4,6,Weekday,2,Clear,31,77,20.1
Junwani,20,Weekday,2,Clear,23,34,39.2
Sector 6,18,Weekday,3,Cloudy,31,64,49.8
Sector 1,20,Weekday,4,Clear,31,48,59.0
Nehru Nagar,13,Weekday,0,Cloudy,41,37,46.0
Sector 2,12,Weekend,6,Rain,21,31,40.0
Sector 8,17,Weekday,3,Rain,31,46,63.5
Sector 4,6,Weekday,0,Thunderstorm,23,45,36.6
Sector 8,21,Weekday,1,Cloudy,24,45,24.2
Sector 1,14,Weekday,3,Rain,31,46,44.9
Kohka,15,Weekday,1,Fog,22,42,23.8
Sector 3,20,Weekend,5,Clear,27,74,39.0
Sector 1,11,Weekday,2,Clear,36,47,38.4
Sector 8,21,Weekday,1,Cloudy,35,50,30.7
Junwani,9,Weekday,2,Cloudy,36,95,50.8
Sector 2,2,Weekend,6,Fog,15,68,3.1
Civic Center,7,Weekday,0,Thunderstorm,40,43,96.7
Sector 4,15,Weekday,0,Clear,32,74,27.9
Sector 1,4,Weekday,4,Thunderstorm,27,61,9.3
Civic Center,13,Weekday,0,Clear,42,59,45.7
Durg Station,15,Weekday,4,Clear,27,52,39.1
Sector 1,12,Weekday,1,Thunderstorm,20,88,89.6
Padmanabhpur,19,Weekday,3,Rain,20,79,83.0
Sector 8,20,Weekday,2,Clear,31,77,32.1
Supela,18,Weekend,6,Fog,15,68,69.3
Nehru Nagar,16,Weekday,0,Heavy Rain,32,74,69.7
Sector 6,5,Weekday,0,Cloudy,20,62,11.2
Durg Station,22,Weekday,0,Clear,13,59,28.9
Durg Station,23,Weekend,6,Clear,32,36,17.2
Power House,10,Weekend,5,Cloudy,35,52,33.5
Sector 4,11,Weekend,6,Clear,23,87,25.7
Bhilai 3,12,Weekend,6,Clear,32,36,42.5
Sector 8,10,Weekday,0,Heavy Rain,25,70,55.5
Power House,14,Weekday,0,Cloudy,31,66,35.5
Sector 5,15,Weekday,2,Cloudy,36,95,30.8
Sector 6,9,Weekday,0,Rain,33,85,71.0
Supela,8,Weekend,5,Clear,27,74,57.1
Durg Station,10,Weekday,2,Clear,20,34,43.2
Sector 7,9,Weekday,0,Rain,38,36,69.3
Junwani,19,Weekday,0,Rain,33,85,55.3
Sector 7,5,Weekday,1,Rain,28,43,17.9
Durg Station,17,Weekday,1,Clear,21,52,74.5
Sector 7,6,Weekday,2,Clear,23,34,28.3
Power House,18,Weekday,4,Rain,35,62,62.1
Sector 9,8,Weekday,2,Fog,34,48,43.8
Bhilai 3,22,Weekday,3,Clear,31,64,25.8
Sector 8,21,Weekend,5,Fog,15,76,22.5
Civic Center,9,Weekday,4,Cloudy,27,61,67.6
Padmanabhpur,7,Weekend,5,Thunderstorm,31,37,55.7
Sector 3,6,Weekday,3,Fog,20,76,19.9
Padmanabhpur,10,Weekend,6,Fog,19,52,28.1
Sector 8,0,Weekday,4,Rain,35,62,9.0
Sector 2,17,Weekday,1,Fog,18,94,47.3
Smriti Nagar,3,Weekday,2,Clear,27,64,3.1
Sector 3,19,Weekday,1,Cloudy,35,71,44.7
Sector 2,5,Weekend,6,Clear,33,61,10.1
Durg Station,5,Weekday,3,Rain,39,85,20.8
Sector 3,17,Weekend,6,Fog,19,52,54.0
Civic Center,18,Weekday,1,Cloudy,32,44,93.1
Sector 1,20,Weekday,3,Fog,14,37,52.3
Bhilai 3,11,Weekend,6,Cloudy,39,74,30.5
Sector 8,22,Weekday,1,Thunderstorm,28,43,32.1
Durg Station,17,Weekday,0,Fog,20,31,65.7
Padmanabhpur,6,Weekday,3,Heavy Rain,35,66,39.1
Power House,12,Weekday,3,Fog,20,76,25.1
Junwani,4,Weekday,2,Clear,23,34,4.4
Kohka,6,Weekday,0,Fog,20,31,17.0
Smriti Nagar,20,Weekend,6,Rain,33,61,56.1
Sector 5,21,Weekday,1,Fog,18,94,22.7
Power House,10,Weekday,4,Rain,35,62,45.9
Sector 4,3,Weekday,3,Heavy Rain,35,36,4.3
Sector 6,14,Weekday,2,Rain,34,82,32.4
Sector 3,20,Weekend,5,Fog,20,95,39.4
Kohka,23,Weekday,1,Rain,28,43,11.5
Sector 6,0,Weekday,4,Clear,25,42,7.0
Junwani,23,Weekend,6,Cloudy,39,74,11.0
Sector 4,12,Weekday,3,Rain,36,69,47.1
Sector 3,5,Weekday,4,Rain,35,62,11.8
Kohka,0,Weekday,1,Thunderstorm,35,71,11.1
Smriti Nagar,10,Weekday,0,Cloudy,20,62,42.7
Sector 9,11,Weekday,2,Clear,23,34,30.1
Padmanabhpur,21,Weekday,0,Clear,32,74,25.2
Sector 10,19,Weekday,2,Clear,20,34,39.2
Supela,11,Weekday,0,Fog,20,31,46.0
Civic Center,7,Weekday,3,Rain,39,85,72.7
Supela,0,Weekday,4,Rain,34,60,13.1
Kohka,18,Weekday,1,Rain,28,43,56.1
Junwani,4,Weekday,3,Rain,35,36,3.7
Sector 4,14,Weekday,1,Thunderstorm,35,71,42.2
Power House,4,Weekday,2,Cloudy,34,48,4.6
Junwani,1,Weekday,3,Fog,14,37,4.1
Sector 2,14,Weekend,6,Clear,38,39,27.9
Sector 8,1,Weekday,4,Clear,38,35,3.7
Nehru Nagar,2,Weekend,6,Rain,41,89,5.4
Sector 2,16,Weekend,5,Cloudy,32,83,32.0
Sector 6,22,Weekday,2,Rain,42,93,25.9
Sector 10,15,Weekend,5,Fog,20,95,18.9
Padmanabhpur,16,Weekday,0,Cloudy,31,66,49.3
Sector 1,8,Weekday,3,Rain,39,85,77.8
Power House,10,Weekend,5,Rain,32,83,37.8
Power House,1,Weekend,5,Cloudy,34,42,4.6
Supela,13,Weekday,4,Clear,25,42,47.9
Sector 4,15,Weekday,3,Rain,31,46,38.1
Sector 9,5,Weekday,4,Heavy Rain,25,42,12.8
Sector 4,18,Weekday,4,Clear,38,35,45.3
Kohka,7,Weekday,0,Rain,38,36,48.7
Sector 4,19,Weekday,3,Rain,36,69,53.1
Kohka,13,Weekday,0,Clear,32,74,27.8
Sector 9,7,Weekday,1,Cloudy,35,50,47.3
Padmanabhpur,14,Weekday,4,Clear,31,48,37.3
Supela,17,Weekday,2,Rain,42,93,104.0
Padmanabhpur,18,Weekend,6,Rain,23,84,102.3
Sector 2,10,Weekday,3,Rain,31,46,55.5
Junwani,13,Weekend,5,Thunderstorm,37,81,44.7
Padmanabhpur,10,Weekend,6,Clear,23,87,37.1
Bhilai 3,0,Weekday,2,Rain,34,82,10.5
Junwani,16,Weekday,4,Rain,31,82,50.7
Civic Center,12,Weekday,0,Clear,42,59,58.8
Durg Station,11,Weekday,4,Clear,27,52,50.1
Kohka,5,Weekday,2,Rain,42,93,12.2
Sector 5,11,Weekend,6,Clear,33,61,22.5
Sector 4,14,Weekday,2,Rain,34,82,37.1
Power House,20,Weekend,6,Fog,41,89,36.9
Smriti Nagar,16,Weekend,5,Rain,24,59,32.4
Nehru Nagar,7,Weekday,0,Cloudy,32,74,46.2
Sector 9,3,Weekday,0,Cloudy,20,62,2.9
Sector 8,0,Weekday,3,Rain,31,46,9.2
Sector 4,7,Weekday,4,Rain,31,82,53.0
Power House,21,Weekday,3,Fog,14,37,21.3
Sector 9,19,Weekday,0,Fog,20,31,34.7
Sector 10,11,Weekday,3,Cloudy,25,85,29.6
Sector 1,21,Weekday,2,Clear,31,77,35.6
Power House,3,Weekday,1,Rain,20,88,3.1
Smriti Nagar,10,Weekend,6,Clear,23,87,31.6
Sector 9,3,Weekday,3,Rain,31,46,3.9
Kohka,10,Weekday,1,Rain,28,43,48.2
Kohka,3,Weekend,6,Rain,23,84,2.7
Supela,21,Weekday,0,Fog,38,36,31.8
Kohka,9,Weekday,2,Heavy Rain,40,80,58.1
Sector 10,19,Weekday,0,Heavy Rain,23,45,70.4
Smriti Nagar,17,Weekend,5,Clear,40,88,77.4
Sector 3,13,Weekday,3,Rain,36,69,45.9
Smriti Nagar,0,Weekend,5,Cloudy,34,42,6.7
Nehru Nagar,22,Weekday,2,Rain,40,42,34.3
Sector 7,1,Weekday,0,Cloudy,31,66,6.3
Sector 7,8,Weekday,3,Thunderstorm,30,71,89.0
Sector 4,2,Weekend,5,Heavy Rain,24,59,4.3
Sector 7,14,Weekday,0,Fog,20,31,22.4
Civic Center,15,Weekday,1,Cloudy,23,49,55.7
Sector 4,12,Weekday,1,Fog,22,42,35.9
Smriti Nagar,6,Weekday,2,Cloudy,36,95,21.6
Bhilai 3,10,Weekend,6,Heavy Rain,21,31,44.7
Nehru Nagar,21,Weekday,3,Rain,37,83,45.0
Nehru Nagar,7,Weekday,4,Thunderstorm,27,61,66.3
Sector 10,19,Weekday,3,Clear,14,37,41.2
Sector 4,15,Weekend,5,Cloudy,32,36,25.4
Nehru Nagar,1,Weekday,1,Clear,34,91,6.5
Nehru Nagar,4,Weekday,3,Cloudy,25,85,4.3
Power House,19,Weekday,1,Cloudy,35,50,39.0
Sector 9,5,Weekend,5,Clear,40,88,8.3
Sector 10,0,Weekend,5,Cloudy,35,52,5.8
Smriti Nagar,9,Weekend,6,Rain,21,85,55.9
Sector 10,15,Weekday,2,Rain,42,93,29.0
Nehru Nagar,22,Weekday,1,Fog,22,42,19.1
Sector 6,9,Weekend,6,Clear,33,61,30.4
Sector 8,4,Weekend,5,Clear,30,67,3.6
Durg Station,1,Weekday,0,Thunderstorm,40,43,10.6
Sector 6,7,Weekday,2,Thunderstorm,40,80,63.2
Sector 7,23,Weekday,0,Rain,33,85,20.2
Sector 5,9,Weekday,3,Clear,30,71,35.8
Sector 1,2,Weekend,6,Heavy Rain,38,39,5.7
Sector 9,1,Weekend,5,Fog,20,95,3.1
Kohka,14,Weekend,5,Cloudy,35,52,23.8
Junwani,23,Weekday,4,Rain,35,62,18.2
Supela,20,Weekday,3,Fog,20,76,38.2
Nehru Nagar,22,Weekday,3,Clear,31,64,25.2
Junwani,22,Weekday,1,Cloudy,32,44,21.0
Sector 2,20,Weekday,0,Rain,33,85,64.0
Sector 6,7,Weekday,4,Clear,25,42,33.3
Sector 7,19,Weekday,4,Clear,31,48,46.2
Sector 3,5,Weekday,3,Rain,36,69,11.9
Power House,10,Weekday,2,Thunderstorm,22,70,60.9
Sector 3,3,Weekend,5,Clear,27,74,2.7
Sector 2,13,Weekday,4,Rain,27,61,53.1
Bhilai 3,22,Weekday,1,Fog,18,94,20.2
Bhilai 3,7,Weekend,5,Cloudy,34,42,42.2
Sector 1,17,Weekday,4,Thunderstorm,34,60,93.9
Sector 9,9,Weekday,1,Cloudy,35,50,52.5
Kohka,3,Weekend,5,Fog,15,76,1.7
Power House,12,Weekday,1,Cloudy,38,47,36.1
Civic Center,15,Weekday,1,Clear,34,91,41.9
Sector 4,21,Weekday,1,Cloudy,21,52,28.1
Sector 1,8,Weekend,6,Cloudy,41,89,71.4
Sector 6,19,Weekend,5,Cloudy,32,36,52.8
Power House,19,Weekday,4,Cloudy,22,79,48.7
Sector 7,7,Weekend,5,Clear,30,67,40.7
Sector 10,13,Weekday,0,Clear,32,74,28.6
Sector 10,11,Weekday,0,Heavy Rain,30,67,40.5
Civic Center,7,Weekday,3,Cloudy,25,85,57.4
Smriti Nagar,8,Weekday,0,Rain,38,36,77.0
Sector 4,17,Weekend,5,Thunderstorm,37,81,96.1
Smriti Nagar,10,Weekend,5,Fog,20,95,26.4
Sector 9,11,Weekday,1,Fog,18,94,22.9
Supela,12,Weekday,2,Cloudy,34,48,51.9
Supela,17,Weekday,2,Clear,31,77,77.9
Supela,1,Weekend,6,Heavy Rain,32,36,8.9
Kohka,17,Weekday,0,Clear,42,59,51.3
Sector 2,11,Weekday,0,Heavy Rain,25,70,51.7
Sector 6,3,Weekday,3,Fog,20,76,2.8
Sector 5,5,Weekday,1,Cloudy,24,45,8.8
Sector 9,9,Weekday,4,Rain,31,82,54.5
Sector 9,13,Weekend,6,Thunderstorm,15,68,41.0
Smriti Nagar,6,Weekend,5,Clear,40,88,21.3
Sector 6,11,Weekday,4,Rain,35,62,46.1
Junwani,18,Weekend,5,Rain,24,59,107.0
Sector 5,3,Weekday,1,Cloudy,31,75,2.5
Nehru Nagar,16,Weekday,4,Clear,31,48,45.3
Sector 4,2,Weekend,6,Rain,23,84,3.5
Bhilai 3,16,Weekday,4,Fog,13,63,31.0
Kohka,4,Weekday,0,Thunderstorm,23,45,5.6
Supela,15,Weekday,3,Rain,31,46,60.3
Sector 6,13,Weekday,3,Thunderstorm,35,66,57.3
Civic Center,1,Weekday,2,Clear,27,64,7.1
Sector 10,21,Weekday,0,Clear,42,59,23.1
Sector 2,23,Weekday,4,Clear,38,35,13.6
Nehru Nagar,8,Weekday,3,Rain,35,36,61.9
Sector 10,15,Weekday,0,Rain,33,85,33.7
Supela,19,Weekday,2,Clear,23,34,66.7
Nehru Nagar,11,Weekday,4,Clear,41,45,48.2
Power House,21,Weekend,6,Clear,32,36,33.6
Sector 5,2,Weekday,2,Rain,23,34,4.8
Supela,5,Weekday,3,Rain,37,83,19.9
Supela,7,Weekday,3,Cloudy,31,64,58.7
Nehru Nagar,4,Weekday,4,Thunderstorm,30,76,8.7
Civic Center,7,Weekend,6,Clear,32,36,46.8
Sector 5,10,Weekend,5,Cloudy,32,36,27.1
Sector 9,0,Weekday,2,Rain,42,93,7.9
Sector 6,13,Weekday,2,Clear,27,64,33.6
Power House,2,Weekday,1,Cloudy,38,47,4.1
Sector 8,0,Weekend,6,Rain,21,31,7.3
Supela,8,Weekday,1,Cloudy,35,50,78.8
Sector 9,3,Weekday,1,Cloudy,23,49,2.9
Sector 4,14,Weekday,0,Fog,23,45,20.7
Smriti Nagar,5,Weekday,3,Thunderstorm,37,70,15.5
Sector 9,11,Weekday,4,Clear,27,52,29.2
Sector 1,12,Weekday,4,Rain,31,82,67.5
Sector 5,20,Weekend,6,Rain,33,61,40.1
Sector 4,18,Weekend,6,Clear,33,61,43.9
Sector 4,9,Weekend,5,Fog,20,95,27.0
Nehru Nagar,16,Weekday,4,Rain,31,82,68.2
Sector 9,6,Weekday,1,Rain,20,88,26.4
Sector 1,18,Weekend,6,Rain,21,31,98.1
Sector 4,18,Weekend,5,Clear,20,95,59.1
Nehru Nagar,15,Weekday,1,Fog,18,94,38.1
Kohka,5,Weekday,4,Clear,41,45,7.8
Sector 10,5,Weekend,5,Thunderstorm,31,37,9.4
Sector 2,22,Weekend,5,Clear,30,67,18.0
Junwani,15,Weekday,2,Clear,36,47,28.2
Sector 5,6,Weekday,1,Fog,22,42,21.3
Sector 2,8,Weekday,2,Rain,40,42,66.8
Bhilai 3,1,Weekday,0,Clear,42,59,4.5
Sector 4,10,Weekday,3,Fog,14,37,25.4
Sector 1,11,Weekend,5,Cloudy,32,83,35.9
Sector 9,12,Weekend,5,Clear,27,74,30.6
Supela,14,Weekday,1,Rain,28,43,38.0
Durg Station,2,Weekend,6,Fog,15,68,4.2
Bhilai 3,12,Weekday,0,Cloudy,41,37,43.1
Sector 6,21,Weekday,0,Clear,42,59,32.4
Kohka,12,Weekend,5,Rain,36,41,41.9
Sector 6,3,Weekday,1,Rain,28,43,4.6
Nehru Nagar,3,Weekday,1,Fog,22,42,2.7
Sector 10,16,Weekday,2,Cloudy,34,48,37.8
Sector 9,23,Weekday,3,Fog,14,37,10.5
Durg Station,3,Weekend,6,Cloudy,39,74,5.1
Sector 3,8,Weekday,3,Rain,37,83,77.6
Supela,1,Weekend,5,Clear,30,67,6.0
Sector 3,22,Weekday,2,Cloudy,21,66,26.6
Sector 6,11,Weekend,6,Clear,33,61,26.1
Sector 8,8,Weekday,2,Clear,27,64,45.2
Sector 2,21,Weekday,2,Rain,42,93,37.2
Sector 6,15,Weekday,3,Rain,35,36,43.9
Durg Station,15,Weekday,3,Fog,14,37,42.2
Bhilai 3,0,Weekday,4,Clear,27,52,8.0
Nehru Nagar,22,Weekday,2,Thunderstorm,36,47,34.7
Power House,11,Weekday,4,Rain,30,76,27.1
Sector 6,5,Weekend,5,Cloudy,32,83,9.8
Junwani,18,Weekday,0,Fog,20,31,57.0
Sector 7,8,Weekday,4,Thunderstorm,41,45,94.8
Sector 6,6,Weekday,4,Clear,31,48,24.9
Kohka,9,Weekday,3,Clear,30,71,36.9
Sector 7,11,Weekend,5,Thunderstorm,37,81,50.1
Sector 3,3,Weekend,5,Cloudy,32,83,2.8
Sector 3,9,Weekday,1,Clear,21,52,45.9
Kohka,12,Weekday,0,Thunderstorm,23,45,49.8
Civic Center,9,Weekday,1,Cloudy,35,50,67.4
Junwani,9,Weekend,6,Fog,19,52,27.3
Sector 9,4,Weekday,0,Cloudy,31,66,4.4
Sector 7,12,Weekday,0,Rain,33,85,61.9
Smriti Nagar,3,Weekday,4,Cloudy,22,79,3.3
Sector 1,17,Weekday,2,Clear,21,66,63.3
Sector 8,17,Weekend,6,Clear,33,61,42.6
Padmanabhpur,23,Weekend,5,Cloudy,32,36,16.7
Smriti Nagar,23,Weekday,3,Rain,37,83,19.9
Sector 1,8,Weekday,1,Thunderstorm,35,71,88.8
Durg Station,7,Weekday,3,Rain,20,79,60.8
Sector 4,7,Weekday,2,Clear,31,77,31.9
Kohka,13,Weekend,6,Rain,21,85,31.4
